DATE,Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
2017-04-01,2017,4.0,,,,221.0,,,,,,
2017-05-01,2017,5.0,,,,221.7,,,,,,
2017-06-01,2017,6.0,,,,221.9,,,,,,
2017-07-01,2017,7.0,,,,221.9,,,,,,
2017-08-01,2017,8.0,,,,222.4,,,,,,
2017-09-01,2017,9.0,,,,223.1,,,,,,
2017-10-01,2017,10.0,,,,223.9,,,,,,
2017-11-01,2017,11.0,,,,223.9,,,,,,
2017-12-01,2017,12.0,,,,224.1,,,,,,
2018-01-01,2018,1.0,,,,225.8,,,,,,
2018-02-01,2018,2.0,,,,228.7,,,,,,
2018-03-01,2018,3.0,,,,231.3,,,,,,
2018-04-01,2018,4.0,,,,232.4,,,,,,
2018-05-01,2018,5.0,,,,236.8,,,,,,
2018-06-01,2018,6.0,,,,239.2,,,,,,
2018-07-01,2018,7.0,,,,239.6,,,,,,
2018-08-01,2018,8.0,,,,239.4,,,,,,
2018-09-01,2018,9.0,,,,240.0,,,,,,
2018-10-01,2018,10.0,,,,238.7,,,,,,
2018-11-01,2018,11.0,,,,238.8,,,,,,
2018-12-01,2018,12.0,,,,238.3,,,,,,
2019-01-01,2019,1.0,,,,238.5,,,,,,
2019-02-01,2019,2.0,,,,238.1,,,,,,
2019-03-01,2019,3.0,,,,238.1,,,,,,
2019-04-01,2019,4.0,,,,237.2,,,,,,
2019-05-01,2019,5.0,,,,237.3,,,,,,
2019-06-01,2019,6.0,,,,236.3,,,,,,
2019-07-01,2019,7.0,,,,235.6,,,,,,
2019-08-01,2019,8.0,,,,234.4,,,,,,
2019-09-01,2019,9.0,,,,234.4,,,,,,
2019-10-01,2019,10.0,,,,233.8,,,,,,
2019-11-01,2019,11.0,,,,232.8,,,,,,
2019-12-01,2019,12.0,,,,232.2,,,,,,
2020-01-01,2020,1.0,,,,233.4,,,,,,
2020-02-01,2020,2.0,,,,234.6,,,,,,
2020-03-01,2020,3.0,,,,236.3,,,,,,
2020-04-01,2020,4.0,,,,234.3,,,,,,
2020-05-01,2020,5.0,,,,233.3,,,,,,
2020-06-01,2020,6.0,,,,234.8,,,,,,
2020-07-01,2020,7.0,,,,237.0,,,,,,
2020-08-01,2020,8.0,,,,240.9,,,,,,
2020-09-01,2020,9.0,,,,246.9,,,,,,
2020-10-01,2020,10.0,,,,246.4,,,,,,
2020-11-01,2020,11.0,,,,244.3,,,,,,
2020-12-01,2020,12.0,,,,248.0,,,,,,
2021-01-01,2021,1.0,,,,256.4,,,,,,
2021-02-01,2021,2.0,,,,264.6,,,,,,
2021-03-01,2021,3.0,,,,276.7,,,,,,
2021-04-01,2021,4.0,,,,291.8,,,,,,
2021-05-01,2021,5.0,,,,305.9,,,,,,
2021-06-01,2021,6.0,,,,315.7,,,,,,
2021-07-01,2021,7.0,,,,313.542,,,,,,
2021-08-01,2021,8.0,,,,313.083,,,,,,
2021-09-01,2021,9.0,,,,317.136,,,,,,
2021-10-01,2021,10.0,,,,322.12,,,,,,
2021-11-01,2021,11.0,,,,328.94,,,,,,
2021-12-01,2021,12.0,,,,335.032,,,,,,
2022-01-01,2022,1.0,,,,345.742,,,,,,
2022-02-01,2022,2.0,,,,343.583,,,,,,
2022-03-01,2022,3.0,,,,345.852,,,,,,
2022-04-01,2022,4.0,,,,343.786,,,,,,
2022-05-01,2022,5.0,,,,353.015,,,,,,
2022-06-01,2022,6.0,,,,349.8,,,,,,
2022-07-01,2022,7.0,,,,346.79,,,,,,
2022-08-01,2022,8.0,,,,342.753,,,,,,
2022-09-01,2022,9.0,,,,336.464,,,,,,
2022-10-01,2022,10.0,,,,333.796,,,,,,
2022-11-01,2022,11.0,,,,330.369,,,,,,
2022-12-01,2022,12.0,,,,326.449,,,,,,
2023-01-01,2023,1.0,,,,327.338,,,,,,
2023-02-01,2023,2.0,,,,330.532,,,,,,
2023-03-01,2023,3.0,,,,331.729,,,,,,
2023-04-01,2023,4.0,,,,333.366,,,,,,
2023-05-01,2023,5.0,,,,337.473,,,,,,
2023-06-01,2023,6.0,,,,337.336,,,,,,
2023-07-01,2023,7.0,,,,334.576,,,,,,
2023-08-01,2023,8.0,,,,333.98,,,,,,
2023-09-01,2023,9.0,,,,332.224,,,,,,
2023-10-01,2023,10.0,,,,329.69,,,,,,
1968-01-01,1968,1.0,,,,,1257.0,,,,,
1968-02-01,1968,2.0,,,,,1174.0,,,,,
1968-03-01,1968,3.0,,,,,1323.0,,,,,
1968-04-01,1968,4.0,,,,,1328.0,,,,,
1968-05-01,1968,5.0,,,,,1367.0,,,,,
1968-06-01,1968,6.0,,,,,1184.0,,,,,
1968-07-01,1968,7.0,,,,,1370.0,,,,,
1968-08-01,1968,8.0,,,,,1279.0,,,,,
1968-09-01,1968,9.0,,,,,1397.0,,,,,
1968-10-01,1968,10.0,,,,,1348.0,,,,,
1968-11-01,1968,11.0,,,,,1367.0,,,,,
1968-12-01,1968,12.0,,,,,1390.0,,,,,
1969-01-01,1969,1.0,,,,,1257.0,,,,,
1969-02-01,1969,2.0,,,,,1414.0,,,,,
1969-03-01,1969,3.0,,,,,1558.0,,,,,
1969-04-01,1969,4.0,,,,,1318.0,,,,,
1969-05-01,1969,5.0,,,,,1430.0,,,,,
1969-06-01,1969,6.0,,,,,1455.0,,,,,
1969-07-01,1969,7.0,,,,,1432.0,,,,,
1969-08-01,1969,8.0,,,,,1393.0,,,,,
1969-09-01,1969,9.0,,,,,1367.0,,,,,
1969-10-01,1969,10.0,,,,,1406.0,,,,,
1969-11-01,1969,11.0,,,,,1404.0,,,,,
1969-12-01,1969,12.0,,,,,1402.0,,,,,
1970-01-01,1970,1.0,,,,,1434.0,,,,,
1970-02-01,1970,2.0,,,,,1430.0,,,,,
1970-03-01,1970,3.0,,,,,1317.0,,,,,
1970-04-01,1970,4.0,,,,,1354.0,,,,,
1970-05-01,1970,5.0,,,,,1334.0,,,,,
1970-06-01,1970,6.0,,,,,1431.0,,,,,
1970-07-01,1970,7.0,,,,,1384.0,,,,,
1970-08-01,1970,8.0,,,,,1609.0,,,,,
1970-09-01,1970,9.0,,,,,1383.0,,,,,
1970-10-01,1970,10.0,,,,,1437.0,,,,,
1970-11-01,1970,11.0,,,,,1457.0,,,,,
1970-12-01,1970,12.0,,,,,1437.0,,,,,
1971-01-01,1971,1.0,,,,,1471.0,,,,,
1971-02-01,1971,2.0,,,,,1448.0,,,,,
1971-03-01,1971,3.0,,,,,1489.0,,,,,
1971-04-01,1971,4.0,,,,,1709.0,,,,,
1971-05-01,1971,5.0,,,,,1637.0,,,,,
1971-06-01,1971,6.0,,,,,1637.0,,,,,
1971-07-01,1971,7.0,,,,,1699.0,,,,,
1971-08-01,1971,8.0,,,,,1896.0,,,,,
1971-09-01,1971,9.0,,,,,1804.0,,,,,
1971-10-01,1971,10.0,,,,,1815.0,,,,,
1971-11-01,1971,11.0,,,,,1844.0,,,,,
1971-12-01,1971,12.0,,,,,1895.0,,,,,
1972-01-01,1972,1.0,,,,,1942.0,,,,,
1972-02-01,1972,2.0,,,,,2061.0,,,,,
1972-03-01,1972,3.0,,,,,1981.0,,,,,
1972-04-01,1972,4.0,,,,,1970.0,,,,,
1972-05-01,1972,5.0,,,,,1896.0,,,,,
1972-06-01,1972,6.0,,,,,1936.0,,,,,
1972-07-01,1972,7.0,,,,,1930.0,,,,,
1972-08-01,1972,8.0,,,,,2102.0,,,,,
1972-09-01,1972,9.0,,,,,2053.0,,,,,
1972-10-01,1972,10.0,,,,,1995.0,,,,,
1972-11-01,1972,11.0,,,,,1985.0,,,,,
1972-12-01,1972,12.0,,,,,2121.0,,,,,
1973-01-01,1973,1.0,,,,,2162.0,,,,,
1973-02-01,1973,2.0,,,,,2124.0,,,,,
1973-03-01,1973,3.0,,,,,2196.0,,,,,
1973-04-01,1973,4.0,,,,,2195.0,,,,,
1973-05-01,1973,5.0,,,,,2299.0,,,,,
1973-06-01,1973,6.0,,,,,2258.0,,,,,
1973-07-01,1973,7.0,,,,,2066.0,,,,,
1973-08-01,1973,8.0,,,,,2056.0,,,,,
1973-09-01,1973,9.0,,,,,2061.0,,,,,
1973-10-01,1973,10.0,,,,,2052.0,,,,,
1973-11-01,1973,11.0,,,,,1925.0,,,,,
1973-12-01,1973,12.0,,,,,1869.0,,,,,
1974-01-01,1974,1.0,,,,,1932.0,,,,,
1974-02-01,1974,2.0,,,,,1938.0,,,,,
1974-03-01,1974,3.0,,,,,1806.0,,,,,
1974-04-01,1974,4.0,,,,,1830.0,,,,,
1974-05-01,1974,5.0,,,,,1715.0,,,,,
1974-06-01,1974,6.0,,,,,1897.0,,,,,
1974-07-01,1974,7.0,,,,,1695.0,,,,,
1974-08-01,1974,8.0,,,,,1634.0,,,,,
1974-09-01,1974,9.0,,,,,1651.0,,,,,
1974-10-01,1974,10.0,,,,,1630.0,,,,,
1974-11-01,1974,11.0,,,,,1590.0,,,,,
1974-12-01,1974,12.0,,,,,1540.0,,,,,
1975-01-01,1975,1.0,,,,,1588.0,,,,,
1975-02-01,1975,2.0,,,,,1346.0,,,,,
1975-03-01,1975,3.0,,,,,1293.0,,,,,
1975-04-01,1975,4.0,,,,,1278.0,,,,,
1975-05-01,1975,5.0,,,,,1349.0,,,,,
1975-06-01,1975,6.0,,,,,1234.0,,,,,
1975-07-01,1975,7.0,,,,,1276.0,,,,,
1975-08-01,1975,8.0,,,,,1290.0,,,,,
1975-09-01,1975,9.0,,,,,1333.0,,,,,
1975-10-01,1975,10.0,,,,,1134.0,,,,,
1975-11-01,1975,11.0,,,,,1383.0,,,,,
1975-12-01,1975,12.0,,,,,1306.0,,,,,
1976-01-01,1976,1.0,,,,,1258.0,,,,,
1976-02-01,1976,2.0,,,,,1311.0,,,,,
1976-03-01,1976,3.0,,,,,1347.0,,,,,
1976-04-01,1976,4.0,,,,,1332.0,,,,,
1976-05-01,1976,5.0,,,,,1440.0,,,,,
1976-06-01,1976,6.0,,,,,1390.0,,,,,
1976-07-01,1976,7.0,,,,,1322.0,,,,,
1976-08-01,1976,8.0,,,,,1374.0,,,,,
1976-09-01,1976,9.0,,,,,1371.0,,,,,
1976-10-01,1976,10.0,,,,,1388.0,,,,,
1976-11-01,1976,11.0,,,,,1428.0,,,,,
1976-12-01,1976,12.0,,,,,1457.0,,,,,
1977-01-01,1977,1.0,,,,,1457.0,,,,,
1977-02-01,1977,2.0,,,,,1655.0,,,,,
1977-03-01,1977,3.0,,,,,1619.0,,,,,
1977-04-01,1977,4.0,,,,,1548.0,,,,,
1977-05-01,1977,5.0,,,,,1555.0,,,,,
1977-06-01,1977,6.0,,,,,1636.0,,,,,
1977-07-01,1977,7.0,,,,,1687.0,,,,,
1977-08-01,1977,8.0,,,,,1673.0,,,,,
1977-09-01,1977,9.0,,,,,1865.0,,,,,
1977-10-01,1977,10.0,,,,,1675.0,,,,,
1977-11-01,1977,11.0,,,,,1770.0,,,,,
1977-12-01,1977,12.0,,,,,1634.0,,,,,
1978-01-01,1978,1.0,,,,,1777.0,,,,,
1978-02-01,1978,2.0,,,,,1719.0,,,,,
1978-03-01,1978,3.0,,,,,1785.0,,,,,
1978-04-01,1978,4.0,,,,,1843.0,,,,,
1978-05-01,1978,5.0,,,,,1850.0,,,,,
1978-06-01,1978,6.0,,,,,1905.0,,,,,
1978-07-01,1978,7.0,,,,,1957.0,,,,,
1978-08-01,1978,8.0,,,,,1976.0,,,,,
1978-09-01,1978,9.0,,,,,1944.0,,,,,
1978-10-01,1978,10.0,,,,,1885.0,,,,,
1978-11-01,1978,11.0,,,,,1877.0,,,,,
1978-12-01,1978,12.0,,,,,1844.0,,,,,
1979-01-01,1979,1.0,,,,,1850.0,,,,,
1979-02-01,1979,2.0,,,,,1845.0,,,,,
1979-03-01,1979,3.0,,,,,1946.0,,,,,
1979-04-01,1979,4.0,,,,,1866.0,,,,,
1979-05-01,1979,5.0,,,,,2007.0,,,,,
1979-06-01,1979,6.0,,,,,1853.0,,,,,
1979-07-01,1979,7.0,,,,,1759.0,,,,,
1979-08-01,1979,8.0,,,,,1779.0,,,,,
1979-09-01,1979,9.0,,,,,1983.0,,,,,
1979-10-01,1979,10.0,,,,,1832.0,,,,,
1979-11-01,1979,11.0,,,,,1892.0,,,,,
1979-12-01,1979,12.0,,,,,1863.0,,,,,
1980-01-01,1980,1.0,,,,,1794.0,,,,,
1980-02-01,1980,2.0,,,,,1803.0,,,,,
1980-03-01,1980,3.0,,,,,1701.0,,,,,
1980-04-01,1980,4.0,,,,,1751.0,,,,,
1980-05-01,1980,5.0,,,,,1532.0,,,,,
1980-06-01,1980,6.0,,,,,1480.0,,,,,
1980-07-01,1980,7.0,,,,,1472.0,,,,,
1980-08-01,1980,8.0,,,,,1440.0,,,,,
1980-09-01,1980,9.0,,,,,1267.0,,,,,
1980-10-01,1980,10.0,,,,,1272.0,,,,,
1980-11-01,1980,11.0,,,,,1313.0,,,,,
1980-12-01,1980,12.0,,,,,1378.0,,,,,
1981-01-01,1981,1.0,,,,,1270.0,,,,,
1981-02-01,1981,2.0,,,,,1395.0,,,,,
1981-03-01,1981,3.0,,,,,1377.0,,,,,
1981-04-01,1981,4.0,,,,,1469.0,,,,,
1981-05-01,1981,5.0,,,,,1246.0,,,,,
1981-06-01,1981,6.0,,,,,1350.0,,,,,
1981-07-01,1981,7.0,,,,,1337.0,,,,,
1981-08-01,1981,8.0,,,,,1222.0,,,,,
1981-09-01,1981,9.0,,,,,1221.0,,,,,
1981-10-01,1981,10.0,,,,,1206.0,,,,,
1981-11-01,1981,11.0,,,,,1074.0,,,,,
1981-12-01,1981,12.0,,,,,1129.0,,,,,
1982-01-01,1982,1.0,,,,,1052.0,,,,,
1982-02-01,1982,2.0,,,,,935.0,,,,,
1982-03-01,1982,3.0,,,,,965.0,,,,,
1982-04-01,1982,4.0,,,,,979.0,,,,,
1982-05-01,1982,5.0,,,,,1060.0,,,,,
1982-06-01,1982,6.0,,,,,930.0,,,,,
1982-07-01,1982,7.0,,,,,1006.0,,,,,
1982-08-01,1982,8.0,,,,,985.0,,,,,
1982-09-01,1982,9.0,,,,,947.0,,,,,
1982-10-01,1982,10.0,,,,,1059.0,,,,,
1982-11-01,1982,11.0,,,,,1079.0,,,,,
1982-12-01,1982,12.0,,,,,1047.0,,,,,
1983-01-01,1983,1.0,,,,,1187.0,,,,,
1983-02-01,1983,2.0,,,,,1135.0,,,,,
1983-03-01,1983,3.0,,,,,1168.0,,,,,
1983-04-01,1983,4.0,,,,,1197.0,,,,,
1983-05-01,1983,5.0,,,,,1300.0,,,,,
1983-06-01,1983,6.0,,,,,1344.0,,,,,
1983-07-01,1983,7.0,,,,,1410.0,,,,,
1983-08-01,1983,8.0,,,,,1711.0,,,,,
1983-09-01,1983,9.0,,,,,1493.0,,,,,
1983-10-01,1983,10.0,,,,,1586.0,,,,,
1983-11-01,1983,11.0,,,,,1462.0,,,,,
1983-12-01,1983,12.0,,,,,1509.0,,,,,
1984-01-01,1984,1.0,,,,,1595.0,,,,,
1984-02-01,1984,2.0,,,,,1562.0,,,,,
1984-03-01,1984,3.0,,,,,1600.0,,,,,
1984-04-01,1984,4.0,,,,,1683.0,,,,,
1984-05-01,1984,5.0,,,,,1732.0,,,,,
1984-06-01,1984,6.0,,,,,1714.0,,,,,
1984-07-01,1984,7.0,,,,,1692.0,,,,,
1984-08-01,1984,8.0,,,,,1685.0,,,,,
1984-09-01,1984,9.0,,,,,1642.0,,,,,
1984-10-01,1984,10.0,,,,,1633.0,,,,,
1984-11-01,1984,11.0,,,,,1611.0,,,,,
1984-12-01,1984,12.0,,,,,1629.0,,,,,
1985-01-01,1985,1.0,,,,,1646.0,,,,,
1985-02-01,1985,2.0,,,,,1772.0,,,,,
1985-03-01,1985,3.0,,,,,1715.0,,,,,
1985-04-01,1985,4.0,,,,,1630.0,,,,,
1985-05-01,1985,5.0,,,,,1665.0,,,,,
1985-06-01,1985,6.0,,,,,1791.0,,,,,
1985-07-01,1985,7.0,,,,,1693.0,,,,,
1985-08-01,1985,8.0,,,,,1685.0,,,,,
1985-09-01,1985,9.0,,,,,1806.0,,,,,
1985-10-01,1985,10.0,,,,,1565.0,,,,,
1985-11-01,1985,11.0,,,,,1749.0,,,,,
1985-12-01,1985,12.0,,,,,1732.0,,,,,
1986-01-01,1986,1.0,,,,,1723.0,,,,,
1986-02-01,1986,2.0,,,,,1753.0,,,,,
1986-03-01,1986,3.0,,,,,1756.0,,,,,
1986-04-01,1986,4.0,,,,,1685.0,,,,,
1986-05-01,1986,5.0,,,,,1833.0,,,,,
1986-06-01,1986,6.0,,,,,1672.0,,,,,
1986-07-01,1986,7.0,,,,,1722.0,,,,,
1986-08-01,1986,8.0,,,,,1763.0,,,,,
1986-09-01,1986,9.0,,,,,1732.0,,,,,
1986-10-01,1986,10.0,,,,,1782.0,,,,,
1986-11-01,1986,11.0,,,,,1793.0,,,,,
1986-12-01,1986,12.0,,,,,1840.0,,,,,
1987-01-01,1987,1.0,,,,,1862.0,,,,,
1987-02-01,1987,2.0,,,,,1771.0,,,,,
1987-03-01,1987,3.0,,,,,1694.0,,,,,
1987-04-01,1987,4.0,,,,,1735.0,,,,,
1987-05-01,1987,5.0,,,,,1713.0,,,,,
1987-06-01,1987,6.0,,,,,1635.0,,,,,
1987-07-01,1987,7.0,,,,,1685.0,,,,,
1987-08-01,1987,8.0,,,,,1624.0,,,,,
1987-09-01,1987,9.0,,,,,1587.0,,,,,
1987-10-01,1987,10.0,,,,,1577.0,,,,,
1987-11-01,1987,11.0,,,,,1578.0,,,,,
1987-12-01,1987,12.0,,,,,1632.0,,,,,
1988-01-01,1988,1.0,,,,,1554.0,,,,,
1988-02-01,1988,2.0,,,,,1450.0,,,,,
1988-03-01,1988,3.0,,,,,1600.0,,,,,
1988-04-01,1988,4.0,,,,,1615.0,,,,,
1988-05-01,1988,5.0,,,,,1483.0,,,,,
1988-06-01,1988,6.0,,,,,1512.0,,,,,
1988-07-01,1988,7.0,,,,,1527.0,,,,,
1988-08-01,1988,8.0,,,,,1551.0,,,,,
1988-09-01,1988,9.0,,,,,1531.0,,,,,
1988-10-01,1988,10.0,,,,,1529.0,,,,,
1988-11-01,1988,11.0,,,,,1407.0,,,,,
1988-12-01,1988,12.0,,,,,1547.0,,,,,
1989-01-01,1989,1.0,,,,,1561.0,,,,,
1989-02-01,1989,2.0,,,,,1597.0,,,,,
1989-03-01,1989,3.0,,,,,1442.0,,,,,
1989-04-01,1989,4.0,,,,,1542.0,,,,,
1989-05-01,1989,5.0,,,,,1449.0,,,,,
1989-06-01,1989,6.0,,,,,1346.0,,,,,
1989-07-01,1989,7.0,,,,,1386.0,,,,,
1989-08-01,1989,8.0,,,,,1429.0,,,,,
1989-09-01,1989,9.0,,,,,1338.0,,,,,
1989-10-01,1989,10.0,,,,,1333.0,,,,,
1989-11-01,1989,11.0,,,,,1475.0,,,,,
1989-12-01,1989,12.0,,,,,1304.0,,,,,
1990-01-01,1990,1.0,,,,,1508.0,,,,,
1990-02-01,1990,2.0,,,,,1352.0,,,,,
1990-03-01,1990,3.0,,,,,1345.0,,,,,
1990-04-01,1990,4.0,,,,,1332.0,,,,,
1990-05-01,1990,5.0,,,,,1351.0,,,,,
1990-06-01,1990,6.0,,,,,1263.0,,,,,
1990-07-01,1990,7.0,,,,,1295.0,,,,,
1990-08-01,1990,8.0,,,,,1307.0,,,,,
1990-09-01,1990,9.0,,,,,1312.0,,,,,
1990-10-01,1990,10.0,,,,,1282.0,,,,,
1990-11-01,1990,11.0,,,,,1248.0,,,,,
1990-12-01,1990,12.0,,,,,1173.0,,,,,
1991-01-01,1991,1.0,,,,,1149.0,,,,,
1991-02-01,1991,2.0,,,,,1090.0,,,,,
1991-03-01,1991,3.0,,,,,1176.0,,,,,
1991-04-01,1991,4.0,,,,,1093.0,,,,,
1991-05-01,1991,5.0,,,,,1070.0,,,,,
1991-06-01,1991,6.0,,,,,1093.0,,,,,
1991-07-01,1991,7.0,,,,,1076.0,,,,,
1991-08-01,1991,8.0,,,,,1050.0,,,,,
1991-09-01,1991,9.0,,,,,1216.0,,,,,
1991-10-01,1991,10.0,,,,,1076.0,,,,,
1991-11-01,1991,11.0,,,,,1013.0,,,,,
1991-12-01,1991,12.0,,,,,1002.0,,,,,
1992-01-01,1992,1.0,,,,,1061.0,,,,,
1992-02-01,1992,2.0,,,,,1098.0,,,,,
1992-03-01,1992,3.0,,,,,1128.0,,,,,
1992-04-01,1992,4.0,,,,,1083.0,,,,,
1992-05-01,1992,5.0,,,,,1187.0,,,,,
1992-06-01,1992,6.0,,,,,1189.0,,,,,
1992-07-01,1992,7.0,,,,,1251.0,,,,,
1992-08-01,1992,8.0,,,,,1140.0,,,,,
1992-09-01,1992,9.0,,,,,1123.0,,,,,
1992-10-01,1992,10.0,,,,,1139.0,,,,,
1992-11-01,1992,11.0,,,,,1224.0,,,,,
1992-12-01,1992,12.0,,,,,1199.0,,,,,
1993-01-01,1993,1.0,,,,,1135.0,,,,,
1993-02-01,1993,2.0,,,,,1236.0,,,,,
1993-03-01,1993,3.0,,,,,1105.0,,,,,
1993-04-01,1993,4.0,,,,,1216.0,,,,,
1993-05-01,1993,5.0,,,,,1111.0,,,,,
1993-06-01,1993,6.0,,,,,1193.0,,,,,
1993-07-01,1993,7.0,,,,,1090.0,,,,,
1993-08-01,1993,8.0,,,,,1264.0,,,,,
1993-09-01,1993,9.0,,,,,1172.0,,,,,
1993-10-01,1993,10.0,,,,,1246.0,,,,,
1993-11-01,1993,11.0,,,,,1235.0,,,,,
1993-12-01,1993,12.0,,,,,1289.0,,,,,
1994-01-01,1994,1.0,,,,,1228.0,,,,,
1994-02-01,1994,2.0,,,,,1353.0,,,,,
1994-03-01,1994,3.0,,,,,1257.0,,,,,
1994-04-01,1994,4.0,,,,,1374.0,,,,,
1994-05-01,1994,5.0,,,,,1430.0,,,,,
1994-06-01,1994,6.0,,,,,1336.0,,,,,
1994-07-01,1994,7.0,,,,,1281.0,,,,,
1994-08-01,1994,8.0,,,,,1348.0,,,,,
1994-09-01,1994,9.0,,,,,1414.0,,,,,
1994-10-01,1994,10.0,,,,,1378.0,,,,,
1994-11-01,1994,11.0,,,,,1365.0,,,,,
1994-12-01,1994,12.0,,,,,1386.0,,,,,
1995-01-01,1995,1.0,,,,,1423.0,,,,,
1995-02-01,1995,2.0,,,,,1294.0,,,,,
1995-03-01,1995,3.0,,,,,1413.0,,,,,
1995-04-01,1995,4.0,,,,,1342.0,,,,,
1995-05-01,1995,5.0,,,,,1326.0,,,,,
1995-06-01,1995,6.0,,,,,1242.0,,,,,
1995-07-01,1995,7.0,,,,,1352.0,,,,,
1995-08-01,1995,8.0,,,,,1265.0,,,,,
1995-09-01,1995,9.0,,,,,1279.0,,,,,
1995-10-01,1995,10.0,,,,,1335.0,,,,,
1995-11-01,1995,11.0,,,,,1360.0,,,,,
1995-12-01,1995,12.0,,,,,1200.0,,,,,
1996-01-01,1996,1.0,,,,,1402.0,,,,,
1996-02-01,1996,2.0,,,,,1317.0,,,,,
1996-03-01,1996,3.0,,,,,1369.0,,,,,
1996-04-01,1996,4.0,,,,,1327.0,,,,,
1996-05-01,1996,5.0,,,,,1423.0,,,,,
1996-06-01,1996,6.0,,,,,1437.0,,,,,
1996-07-01,1996,7.0,,,,,1453.0,,,,,
1996-08-01,1996,8.0,,,,,1468.0,,,,,
1996-09-01,1996,9.0,,,,,1379.0,,,,,
1996-10-01,1996,10.0,,,,,1392.0,,,,,
1996-11-01,1996,11.0,,,,,1413.0,,,,,
1996-12-01,1996,12.0,,,,,1487.0,,,,,
1997-01-01,1997,1.0,,,,,1377.0,,,,,
1997-02-01,1997,2.0,,,,,1545.0,,,,,
1997-03-01,1997,3.0,,,,,1445.0,,,,,
1997-04-01,1997,4.0,,,,,1438.0,,,,,
1997-05-01,1997,5.0,,,,,1400.0,,,,,
1997-06-01,1997,6.0,,,,,1315.0,,,,,
1997-07-01,1997,7.0,,,,,1313.0,,,,,
1997-08-01,1997,8.0,,,,,1332.0,,,,,
1997-09-01,1997,9.0,,,,,1442.0,,,,,
1997-10-01,1997,10.0,,,,,1396.0,,,,,
1997-11-01,1997,11.0,,,,,1420.0,,,,,
1997-12-01,1997,12.0,,,,,1428.0,,,,,
1998-01-01,1998,1.0,,,,,1316.0,,,,,
1998-02-01,1998,2.0,,,,,1441.0,,,,,
1998-03-01,1998,3.0,,,,,1477.0,,,,,
1998-04-01,1998,4.0,,,,,1498.0,,,,,
1998-05-01,1998,5.0,,,,,1465.0,,,,,
1998-06-01,1998,6.0,,,,,1467.0,,,,,
1998-07-01,1998,7.0,,,,,1552.0,,,,,
1998-08-01,1998,8.0,,,,,1521.0,,,,,
1998-09-01,1998,9.0,,,,,1452.0,,,,,
1998-10-01,1998,10.0,,,,,1452.0,,,,,
1998-11-01,1998,11.0,,,,,1604.0,,,,,
1998-12-01,1998,12.0,,,,,1433.0,,,,,
1999-01-01,1999,1.0,,,,,1599.0,,,,,
1999-02-01,1999,2.0,,,,,1459.0,,,,,
1999-03-01,1999,3.0,,,,,1673.0,,,,,
1999-04-01,1999,4.0,,,,,1580.0,,,,,
1999-05-01,1999,5.0,,,,,1623.0,,,,,
1999-06-01,1999,6.0,,,,,1648.0,,,,,
1999-07-01,1999,7.0,,,,,1597.0,,,,,
1999-08-01,1999,8.0,,,,,1563.0,,,,,
1999-09-01,1999,9.0,,,,,1643.0,,,,,
1999-10-01,1999,10.0,,,,,1593.0,,,,,
1999-11-01,1999,11.0,,,,,1596.0,,,,,
1999-12-01,1999,12.0,,,,,1659.0,,,,,
2000-01-01,2000,1.0,,,,,1574.0,,,,,
2000-02-01,2000,2.0,,,,,1677.0,,,,,
2000-03-01,2000,3.0,,,,,1704.0,,,,,
2000-04-01,2000,4.0,,,,,1610.0,,,,,
2000-05-01,2000,5.0,,,,,1682.0,,,,,
2000-06-01,2000,6.0,,,,,1530.0,,,,,
2000-07-01,2000,7.0,,,,,1495.0,,,,,
2000-08-01,2000,8.0,,,,,1573.0,,,,,
2000-09-01,2000,9.0,,,,,1528.0,,,,,
2000-10-01,2000,10.0,,,,,1513.0,,,,,
2000-11-01,2000,11.0,,,,,1539.0,,,,,
2000-12-01,2000,12.0,,,,,1521.0,,,,,
2001-01-01,2001,1.0,,,,,1456.0,,,,,
2001-02-01,2001,2.0,,,,,1536.0,,,,,
2001-03-01,2001,3.0,,,,,1470.0,,,,,
2001-04-01,2001,4.0,,,,,1574.0,,,,,
2001-05-01,2001,5.0,,,,,1497.0,,,,,
2001-06-01,2001,6.0,,,,,1654.0,,,,,
2001-07-01,2001,7.0,,,,,1582.0,,,,,
2001-08-01,2001,8.0,,,,,1615.0,,,,,
2001-09-01,2001,9.0,,,,,1551.0,,,,,
2001-10-01,2001,10.0,,,,,1599.0,,,,,
2001-11-01,2001,11.0,,,,,1555.0,,,,,
2001-12-01,2001,12.0,,,,,1693.0,,,,,
2002-01-01,2002,1.0,,,,,1632.0,,,,,
2002-02-01,2002,2.0,,,,,1671.0,,,,,
2002-03-01,2002,3.0,,,,,1559.0,,,,,
2002-04-01,2002,4.0,,,,,1625.0,,,,,
2002-05-01,2002,5.0,,,,,1705.0,,,,,
2002-06-01,2002,6.0,,,,,1589.0,,,,,
2002-07-01,2002,7.0,,,,,1615.0,,,,,
2002-08-01,2002,8.0,,,,,1722.0,,,,,
2002-09-01,2002,9.0,,,,,1641.0,,,,,
2002-10-01,2002,10.0,,,,,1601.0,,,,,
2002-11-01,2002,11.0,,,,,1718.0,,,,,
2002-12-01,2002,12.0,,,,,1671.0,,,,,
2003-01-01,2003,1.0,,,,,1654.0,,,,,
